cbsa_code,cbsa_name,ct_code,ct_name,msa
12060,"Atlanta-Sandy Springs-Roswell, GA",13231,"Pike County, Georgia",1
12060,"Atlanta-Sandy Springs-Roswell, GA",13247,"Rockdale County, Georgia",1
12060,"Atlanta-Sandy Springs-Roswell, GA",13255,"Spalding County, Georgia",1
12060,"Atlanta-Sandy Springs-Roswell, GA",13297,"Walton County, Georgia",1
12100,"Atlantic City-Hammonton, NJ",34001,"Atlantic County, New Jersey",1
12100,"Atlantic City-Hammonton, NJ",34009,"Cape May County, New Jersey",1
12140,"Auburn, IN",18033,"DeKalb County, Indiana",0
12180,"Auburn, NY",36011,"Cayuga County, New York",0
12220,"Auburn-Opelika, AL",1081,"Lee County, Alabama",1
12220,"Auburn-Opelika, AL",1087,"Macon County, Alabama",1
12260,"Augusta-Richmond County, GA-SC",13033,"Burke County, Georgia",1
12260,"Augusta-Richmond County, GA-SC",13073,"Columbia County, Georgia",1
12260,"Augusta-Richmond County, GA-SC",13181,"Lincoln County, Georgia",1
12260,"Augusta-Richmond County, GA-SC",13189,"McDuffie County, Georgia",1
12260,"Augusta-Richmond County, GA-SC",13245,"Richmond County, Georgia",1
12260,"Augusta-Richmond County, GA-SC",45003,"Aiken County, South Carolina",1
12260,"Augusta-Richmond County, GA-SC",45037,"Edgefield County, South Carolina",1
12300,"Augusta-Waterville, ME",23011,"Kennebec County, Maine",0
12380,"Austin, MN",27099,"Mower County, Minnesota",0
12420,"Austin-Round Rock-San Marcos, TX",48021,"Bastrop County, Texas",1
12420,"Austin-Round Rock-San Marcos, TX",48055,"Caldwell County, Texas",1
12420,"Austin-Round Rock-San Marcos, TX",48209,"Hays County, Texas",1
12420,"Austin-Round Rock-San Marcos, TX",48453,"Travis County, Texas",1
12420,"Austin-Round Rock-San Marcos, TX",48491,"Williamson County, Texas",1
12460,"Bainbridge, GA",13087,"Decatur County, Georgia",0
12520,"Baker City, OR",41001,"Baker County, Oregon",0
12540,"Bakersfield-Delano, CA",6029,"Kern County, California",1
12580,"Baltimore-Columbia-Towson, MD",24003,"Anne Arundel County, Maryland",1
12580,"Baltimore-Columbia-Towson, MD",24005,"Baltimore County, Maryland",1
12580,"Baltimore-Columbia-Towson, MD",24013,"Carroll County, Maryland",1
12580,"Baltimore-Columbia-Towson, MD",24025,"Harford County, Maryland",1
12580,"Baltimore-Columbia-Towson, MD",24027,"Howard County, Maryland",1
12580,"Baltimore-Columbia-Towson, MD",24035,"Queen Anne's County, Maryland",1
12580,"Baltimore-Columbia-Towson, MD",24510,"Baltimore city, Maryland",1
12620,"Bangor, ME",23019,"Penobscot County, Maine",1
12660,"Baraboo, WI",55111,"Sauk County, Wisconsin",0
12700,"Barnstable Town, MA",25001,"Barnstable County, Massachusetts",1
12740,"Barre, VT",50023,"Washington County, Vermont",0
12780,"Bartlesville, OK",40147,"Washington County, Oklahoma",0
12860,"Batavia, NY",36037,"Genesee County, New York",0
12900,"Batesville, AR",5063,"Independence County, Arkansas",0
12940,"Baton Rouge, LA",22005,"Ascension Parish, Louisiana",1
12940,"Baton Rouge, LA",22007,"Assumption Parish, Louisiana",1
12940,"Baton Rouge, LA",22033,"East Baton Rouge Parish, Louisiana",1
12940,"Baton Rouge, LA",22037,"East Feliciana Parish, Louisiana",1
12940,"Baton Rouge, LA",22047,"Iberville Parish, Louisiana",1
12940,"Baton Rouge, LA",22063,"Livingston Parish, Louisiana",1
12940,"Baton Rouge, LA",22077,"Pointe Coupee Parish, Louisiana",1
12940,"Baton Rouge, LA",22091,"St. Helena Parish, Louisiana",1
12940,"Baton Rouge, LA",22121,"West Baton Rouge Parish, Louisiana",1
12940,"Baton Rouge, LA",22125,"West Feliciana Parish, Louisiana",1
12980,"Battle Creek, MI",26025,"Calhoun County, Michigan",1
13020,"Bay City, MI",26017,"Bay County, Michigan",1
13060,"Bay City, TX",48321,"Matagorda County, Texas",0
13100,"Beatrice, NE",31067,"Gage County, Nebraska",0
13140,"Beaumont-Port Arthur, TX",48199,"Hardin County, Texas",1
13140,"Beaumont-Port Arthur, TX",48245,"Jefferson County, Texas",1
13140,"Beaumont-Port Arthur, TX",48361,"Orange County, Texas",1
13180,"Beaver Dam, WI",55027,"Dodge County, Wisconsin",0
13220,"Beckley, WV",54019,"Fayette County, West Virginia",1
13220,"Beckley, WV",54081,"Raleigh County, West Virginia",1
13260,"Bedford, IN",18093,"Lawrence County, Indiana",0
13300,"Beeville, TX",48025,"Bee County, Texas",0
13340,"Bellefontaine, OH",39091,"Logan County, Ohio",0
13380,"Bellingham, WA",53073,"Whatcom County, Washington",1
13420,"Bemidji, MN",27007,"Beltrami County, Minnesota",0
13460,"Bend, OR",41013,"Crook County, Oregon",1
13460,"Bend, OR",41017,"Deschutes County, Oregon",1
13460,"Bend, OR",41031,"Jefferson County, Oregon",1
13540,"Bennington, VT",50003,"Bennington County, Vermont",0
13660,"Big Rapids, MI",26107,"Mecosta County, Michigan",0
13700,"Big Spring, TX",48227,"Howard County, Texas",0
13740,"Billings, MT",30009,"Carbon County, Montana",1
13740,"Billings, MT",30095,"Stillwater County, Montana",1
13740,"Billings, MT",30111,"Yellowstone County, Montana",1
13780,"Binghamton, NY",36007,"Broome County, New York",1
13780,"Binghamton, NY",36107,"Tioga County, New York",1
13820,"Birmingham, AL",1007,"Bibb County, Alabama",1
13820,"Birmingham, AL",1009,"Blount County, Alabama",1
13820,"Birmingham, AL",1021,"Chilton County, Alabama",1
13820,"Birmingham, AL",1073,"Jefferson County, Alabama",1
13820,"Birmingham, AL",1115,"St. Clair County, Alabama",1
13820,"Birmingham, AL",1117,"Shelby County, Alabama",1
13820,"Birmingham, AL",1127,"Walker County, Alabama",1
13860,"Bishop, CA",6027,"Inyo County, California",0
13900,"Bismarck, ND",38015,"Burleigh County, North Dakota",1
13900,"Bismarck, ND",38059,"Morton County, North Dakota",1
13900,"Bismarck, ND",38065,"Oliver County, North Dakota",1
13940,"Blackfoot, ID",16011,"Bingham County, Idaho",0
13980,"Blacksburg-Christiansburg-Radford, VA",51063,"Floyd County, Virginia",1
13980,"Blacksburg-Christiansburg-Radford, VA",51071,"Giles County, Virginia",1
13980,"Blacksburg-Christiansburg-Radford, VA",51121,"Montgomery County, Virginia",1
13980,"Blacksburg-Christiansburg-Radford, VA",51155,"Pulaski County, Virginia",1
13980,"Blacksburg-Christiansburg-Radford, VA",51750,"Radford city, Virginia",1
14010,"Bloomington, IL",17113,"McLean County, Illinois",1
14020,"Bloomington, IN",18105,"Monroe County, Indiana",1
14020,"Bloomington, IN",18119,"Owen County, Indiana",1
14100,"Bloomsburg-Berwick, PA",42037,"Columbia County, Pennsylvania",0
14140,"Bluefield, WV-VA",51185,"Tazewell County, Virginia",0
14140,"Bluefield, WV-VA",54055,"Mercer County, West Virginia",0
14180,"Blytheville, AR",5093,"Mississippi County, Arkansas",0
14220,"Bogalusa, LA",22117,"Washington Parish, Louisiana",0
14260,"Boise City, ID",16001,"Ada County, Idaho",1
14260,"Boise City, ID",16015,"Boise County, Idaho",1
14260,"Boise City, ID",16027,"Canyon County, Idaho",1
14260,"Boise City, ID",16045,"Gem County, Idaho",1
14260,"Boise City, ID",16073,"Owyhee County, Idaho",1
14300,"Bonham, TX",48147,"Fannin County, Texas",0
14380,"Boone, NC",37189,"Watauga County, North Carolina",0
14420,"Borger, TX",48233,"Hutchinson County, Texas",0
14460,"Boston-Cambridge-Newton, MA-NH",25009,"Essex County, Massachusetts",1
14460,"Boston-Cambridge-Newton, MA-NH",25017,"Middlesex County, Massachusetts",1
14460,"Boston-Cambridge-Newton, MA-NH",25021,"Norfolk County, Massachusetts",1
14460,"Boston-Cambridge-Newton, MA-NH",25023,"Plymouth County, Massachusetts",1
14460,"Boston-Cambridge-Newton, MA-NH",25025,"Suffolk County, Massachusetts",1
14460,"Boston-Cambridge-Newton, MA-NH",33015,"Rockingham County, New Hampshire",1
14460,"Boston-Cambridge-Newton, MA-NH",33017,"Strafford County, New Hampshire",1
14500,"Boulder, CO",8013,"Boulder County, Colorado",1
14540,"Bowling Green, KY",21003,"Allen County, Kentucky",1
14540,"Bowling Green, KY",21031,"Butler County, Kentucky",1
14540,"Bowling Green, KY",21061,"Edmonson County, Kentucky",1
14540,"Bowling Green, KY",21227,"Warren County, Kentucky",1
14580,"Bozeman, MT",30031,"Gallatin County, Montana",1
14620,"Bradford, PA",42083,"McKean County, Pennsylvania",0
14660,"Brainerd, MN",27021,"Cass County, Minnesota",0
14660,"Brainerd, MN",27035,"Crow Wing County, Minnesota",0
14700,"Branson, MO",29213,"Taney County, Missouri",0
14710,"Brattleboro, VT",50025,"Windham County, Vermont",0
14720,"Breckenridge, CO",8065,"Lake County, Colorado",0
14720,"Breckenridge, CO",8117,"Summit County, Colorado",0
14740,"Bremerton-Silverdale-Port Orchard, WA",53035,"Kitsap County, Washington",1
14780,"Brenham, TX",48477,"Washington County, Texas",0
14820,"Brevard, NC",37175,"Transylvania County, North Carolina",0
14860,"Bridgeport-Stamford-Danbury, CT",9120,"Greater Bridgeport Planning Region, Connecticut",1
14860,"Bridgeport-Stamford-Danbury, CT",9190,"Western Connecticut Planning Region, Connecticut",1
14940,"Brigham City, UT-ID",16071,"Oneida County, Idaho",0
14940,"Brigham City, UT-ID",49003,"Box Elder County, Utah",0
15020,"Brookhaven, MS",28085,"Lincoln County, Mississippi",0
15060,"Brookings, OR",41015,"Curry County, Oregon",0
15100,"Brookings, SD",46011,"Brookings County, South Dakota",0
15180,"Brownsville-Harlingen, TX",48061,"Cameron County, Texas",1
15220,"Brownwood, TX",48049,"Brown County, Texas",0
15260,"Brunswick-St. Simons, GA",13025,"Brantley County, Georgia",1
15260,"Brunswick-St. Simons, GA",13127,"Glynn County, Georgia",1
15260,"Brunswick-St. Simons, GA",13191,"McIntosh County, Georgia",1
15340,"Bucyrus, OH",39033,"Crawford County, Ohio",0
15380,"Buffalo-Cheektowaga, NY",36029,"Erie County, New York",1
15380,"Buffalo-Cheektowaga, NY",36063,"Niagara County, New York",1
15420,"Burley, ID",16031,"Cassia County, Idaho",0
15420,"Burley, ID",16067,"Minidoka County, Idaho",0
15460,"Burlington, IA-IL",17071,"Henderson County, Illinois",0
15460,"Burlington, IA-IL",19057,"Des Moines County, Iowa",0
15500,"Burlington, NC",37001,"Alamance County, North Carolina",1
15540,"Burlington-South Burlington, VT",50007,"Chittenden County, Vermont",1
15540,"Burlington-South Burlington, VT",50011,"Franklin County, Vermont",1
15540,"Burlington-South Burlington, VT",50013,"Grand Isle County, Vermont",1
15580,"Butte-Silver Bow, MT",30093,"Silver Bow County, Montana",0
15620,"Cadillac, MI",26113,"Missaukee County, Michigan",0
15620,"Cadillac, MI",26165,"Wexford County, Michigan",0
15660,"Calhoun, GA",13129,"Gordon County, Georgia",0
15700,"Cambridge, MD",24019,"Dorchester County, Maryland",0
15740,"Cambridge, OH",39059,"Guernsey County, Ohio",0
15780,"Camden, AR",5013,"Calhoun County, Arkansas",0
15780,"Camden, AR",5103,"Ouachita County, Arkansas",0
15820,"Campbellsville, KY",21087,"Green County, Kentucky",0
15820,"Campbellsville, KY",21217,"Taylor County, Kentucky",0
15860,"Cañon City, CO",8043,"Fremont County, Colorado",0
15900,"Canton, IL",17057,"Fulton County, Illinois",0
15940,"Canton-Massillon, OH",39019,"Carroll County, Ohio",1
15940,"Canton-Massillon, OH",39151,"Stark County, Ohio",1
15980,"Cape Coral-Fort Myers, FL",12071,"Lee County, Florida",1
16020,"Cape Girardeau, MO-IL",17003,"Alexander County, Illinois",1
16020,"Cape Girardeau, MO-IL",29017,"Bollinger County, Missouri",1
16020,"Cape Girardeau, MO-IL",29031,"Cape Girardeau County, Missouri",1
16060,"Carbondale, IL",17077,"Jackson County, Illinois",0
16100,"Carlsbad-Artesia, NM",35015,"Eddy County, New Mexico",0
16140,"Carroll, IA",19027,"Carroll County, Iowa",0
16180,"Carson City, NV",32510,"Carson City, Nevada",1
16220,"Casper, WY",56025,"Natrona County, Wyoming",1
16260,"Cedar City, UT",49021,"Iron County, Utah",0
16300,"Cedar Rapids, IA",19011,"Benton County, Iowa",1
16300,"Cedar Rapids, IA",19105,"Jones County, Iowa",1
16300,"Cedar Rapids, IA",19113,"Linn County, Iowa",1
16340,"Cedartown, GA",13233,"Polk County, Georgia",0
16380,"Celina, OH",39107,"Mercer County, Ohio",0
16460,"Centralia, IL",17121,"Marion County, Illinois",0
16500,"Centralia, WA",53041,"Lewis County, Washington",0
16540,"Chambersburg, PA",42055,"Franklin County, Pennsylvania",1
16580,"Champaign-Urbana, IL",17019,"Champaign County, Illinois",1
16580,"Champaign-Urbana, IL",17053,"Ford County, Illinois",1
16580,"Champaign-Urbana, IL",17147,"Piatt County, Illinois",1
16620,"Charleston, WV",54005,"Boone County, West Virginia",1
16620,"Charleston, WV",54015,"Clay County, West Virginia",1
16620,"Charleston, WV",54039,"Kanawha County, West Virginia",1
16660,"Charleston-Mattoon, IL",17029,"Coles County, Illinois",0
16700,"Charleston-North Charleston, SC",45015,"Berkeley County, South Carolina",1
16700,"Charleston-North Charleston, SC",45019,"Charleston County, South Carolina",1
16700,"Charleston-North Charleston, SC",45035,"Dorchester County, South Carolina",1
16740,"Charlotte-Concord-Gastonia, NC-SC",37007,"Anson County, North Carolina",1
16740,"Charlotte-Concord-Gastonia, NC-SC",37025,"Cabarrus County, North Carolina",1
16740,"Charlotte-Concord-Gastonia, NC-SC",37071,"Gaston County, North Carolina",1
16740,"Charlotte-Concord-Gastonia, NC-SC",37097,"Iredell County, North Carolina",1
16740,"Charlotte-Concord-Gastonia, NC-SC",37109,"Lincoln County, North Carolina",1
16740,"Charlotte-Concord-Gastonia, NC-SC",37119,"Mecklenburg County, North Carolina",1
16740,"Charlotte-Concord-Gastonia, NC-SC",37159,"Rowan County, North Carolina",1
16740,"Charlotte-Concord-Gastonia, NC-SC",37179,"Union County, North Carolina",1
16740,"Charlotte-Concord-Gastonia, NC-SC",45023,"Chester County, South Carolina",1
16740,"Charlotte-Concord-Gastonia, NC-SC",45057,"Lancaster County, South Carolina",1
16740,"Charlotte-Concord-Gastonia, NC-SC",45091,"York County, South Carolina",1
16820,"Charlottesville, VA",51003,"Albemarle County, Virginia",1
16820,"Charlottesville, VA",51065,"Fluvanna County, Virginia",1
16820,"Charlottesville, VA",51079,"Greene County, Virginia",1
16820,"Charlottesville, VA",51125,"Nelson County, Virginia",1
16820,"Charlottesville, VA",51540,"Charlottesville city, Virginia",1
16860,"Chattanooga, TN-GA",13047,"Catoosa County, Georgia",1
16860,"Chattanooga, TN-GA",13083,"Dade County, Georgia",1
16860,"Chattanooga, TN-GA",13295,"Walker County, Georgia",1
16860,"Chattanooga, TN-GA",47065,"Hamilton County, Tennessee",1
16860,"Chattanooga, TN-GA",47115,"Marion County, Tennessee",1
16860,"Chattanooga, TN-GA",47153,"Sequatchie County, Tennessee",1
16940,"Cheyenne, WY",56021,"Laramie County, Wyoming",1
16980,"Chicago-Naperville-Elgin, IL-IN",17031,"Cook County, Illinois",1
16980,"Chicago-Naperville-Elgin, IL-IN",17037,"DeKalb County, Illinois",1
16980,"Chicago-Naperville-Elgin, IL-IN",17043,"DuPage County, Illinois",1
16980,"Chicago-Naperville-Elgin, IL-IN",17063,"Grundy County, Illinois",1
16980,"Chicago-Naperville-Elgin, IL-IN",17089,"Kane County, Illinois",1
16980,"Chicago-Naperville-Elgin, IL-IN",17093,"Kendall County, Illinois",1
16980,"Chicago-Naperville-Elgin, IL-IN",17097,"Lake County, Illinois",1
16980,"Chicago-Naperville-Elgin, IL-IN",17111,"McHenry County, Illinois",1
16980,"Chicago-Naperville-Elgin, IL-IN",17197,"Will County, Illinois",1
16980,"Chicago-Naperville-Elgin, IL-IN",18073,"Jasper County, Indiana",1
16980,"Chicago-Naperville-Elgin, IL-IN",18089,"Lake County, Indiana",1
16980,"Chicago-Naperville-Elgin, IL-IN",18111,"Newton County, Indiana",1
16980,"Chicago-Naperville-Elgin, IL-IN",18127,"Porter County, Indiana",1
17020,"Chico, CA",6007,"Butte County, California",1
17060,"Chillicothe, OH",39141,"Ross County, Ohio",0
17140,"Cincinnati, OH-KY-IN",18029,"Dearborn County, Indiana",1
17140,"Cincinnati, OH-KY-IN",18047,"Franklin County, Indiana",1
17140,"Cincinnati, OH-KY-IN",18115,"Ohio County, Indiana",1
17140,"Cincinnati, OH-KY-IN",21015,"Boone County, Kentucky",1
17140,"Cincinnati, OH-KY-IN",21023,"Bracken County, Kentucky",1
17140,"Cincinnati, OH-KY-IN",21037,"Campbell County, Kentucky",1
17140,"Cincinnati, OH-KY-IN",21077,"Gallatin County, Kentucky",1
17140,"Cincinnati, OH-KY-IN",21081,"Grant County, Kentucky",1
17140,"Cincinnati, OH-KY-IN",21117,"Kenton County, Kentucky",1
17140,"Cincinnati, OH-KY-IN",21191,"Pendleton County, Kentucky",1
17140,"Cincinnati, OH-KY-IN",39015,"Brown County, Ohio",1
17140,"Cincinnati, OH-KY-IN",39017,"Butler County, Ohio",1
17140,"Cincinnati, OH-KY-IN",39025,"Clermont County, Ohio",1
17140,"Cincinnati, OH-KY-IN",39061,"Hamilton County, Ohio",1
17140,"Cincinnati, OH-KY-IN",39165,"Warren County, Ohio",1
17220,"Clarksburg, WV",54017,"Doddridge County, West Virginia",0
17220,"Clarksburg, WV",54033,"Harrison County, West Virginia",0
17220,"Clarksburg, WV",54091,"Taylor County, West Virginia",0
17260,"Clarksdale, MS",28027,"Coahoma County, Mississippi",0
17300,"Clarksville, TN-KY",21047,"Christian County, Kentucky",1
17300,"Clarksville, TN-KY",21221,"Trigg County, Kentucky",1
17300,"Clarksville, TN-KY",47125,"Montgomery County, Tennessee",1
17300,"Clarksville, TN-KY",47161,"Stewart County, Tennessee",1
17340,"Clearlake, CA",6033,"Lake County, California",0
17380,"Cleveland, MS",28011,"Bolivar County, Mississippi",0
17410,"Cleveland, OH",39007,"Ashtabula County, Ohio",1
17410,"Cleveland, OH",39035,"Cuyahoga County, Ohio",1
17410,"Cleveland, OH",39055,"Geauga County, Ohio",1
17410,"Cleveland, OH",39085,"Lake County, Ohio",1
17410,"Cleveland, OH",39093,"Lorain County, Ohio",1
17410,"Cleveland, OH",39103,"Medina County, Ohio",1
17420,"Cleveland, TN",47011,"Bradley County, Tennessee",1
17420,"Cleveland, TN",47139,"Polk County, Tennessee",1
17500,"Clewiston, FL",12043,"Glades County, Florida",0
17500,"Clewiston, FL",12051,"Hendry County, Florida",0
17540,"Clinton, IA",19045,"Clinton County, Iowa",0
17580,"Clovis, NM",35009,"Curry County, New Mexico",0
17580,"Clovis, NM",35041,"Roosevelt County, New Mexico",0
17620,"Coamo, PR",72043,"Coamo Municipio, Puerto Rico",0
17620,"Coamo, PR",72133,"Santa Isabel Municipio, Puerto Rico",0
17640,"Coco, PR",72123,"Salinas Municipio, Puerto Rico",0
17650,"Cody, WY",56029,"Park County, Wyoming",0
17660,"Coeur d'Alene, ID",16055,"Kootenai County, Idaho",1
17740,"Coldwater, MI",26023,"Branch County, Michigan",0
17780,"College Station-Bryan, TX",48041,"Brazos County, Texas",1
17780,"College Station-Bryan, TX",48051,"Burleson County, Texas",1
17780,"College Station-Bryan, TX",48395,"Robertson County, Texas",1
17820,"Colorado Springs, CO",8041,"El Paso County, Colorado",1
17820,"Colorado Springs, CO",8119,"Teller County, Colorado",1
17860,"Columbia, MO",29019,"Boone County, Missouri",1
17860,"Columbia, MO",29053,"Cooper County, Missouri",1
17860,"Columbia, MO",29089,"Howard County, Missouri",1
17900,"Columbia, SC",45017,"Calhoun County, South Carolina",1
17900,"Columbia, SC",45039,"Fairfield County, South Carolina",1
17900,"Columbia, SC",45055,"Kershaw County, South Carolina",1
17900,"Columbia, SC",45063,"Lexington County, South Carolina",1
17900,"Columbia, SC",45079,"Richland County, South Carolina",1
17900,"Columbia, SC",45081,"Saluda County, South Carolina",1
17980,"Columbus, GA-AL",1113,"Russell County, Alabama",1
17980,"Columbus, GA-AL",13053,"Chattahoochee County, Georgia",1
17980,"Columbus, GA-AL",13145,"Harris County, Georgia",1
17980,"Columbus, GA-AL",13197,"Marion County, Georgia",1
17980,"Columbus, GA-AL",13215,"Muscogee County, Georgia",1
17980,"Columbus, GA-AL",13259,"Stewart County, Georgia",1
17980,"Columbus, GA-AL",13263,"Talbot County, Georgia",1
18020,"Columbus, IN",18005,"Bartholomew County, Indiana",1
18060,"Columbus, MS",28087,"Lowndes County, Mississippi",0
18060,"Columbus, MS",28103,"Noxubee County, Mississippi",0
18100,"Columbus, NE",31037,"Colfax County, Nebraska",0
18100,"Columbus, NE",31141,"Platte County, Nebraska",0
18140,"Columbus, OH",39041,"Delaware County, Ohio",1
18140,"Columbus, OH",39045,"Fairfield County, Ohio",1
18140,"Columbus, OH",39049,"Franklin County, Ohio",1
18140,"Columbus, OH",39073,"Hocking County, Ohio",1
18140,"Columbus, OH",39089,"Licking County, Ohio",1
18140,"Columbus, OH",39097,"Madison County, Ohio",1
18140,"Columbus, OH",39117,"Morrow County, Ohio",1
18140,"Columbus, OH",39127,"Perry County, Ohio",1
18140,"Columbus, OH",39129,"Pickaway County, Ohio",1
18140,"Columbus, OH",39159,"Union County, Ohio",1
18180,"Concord, NH",33013,"Merrimack County, New Hampshire",0
18220,"Connersville, IN",18041,"Fayette County, Indiana",0
18260,"Cookeville, TN",47087,"Jackson County, Tennessee",0
18260,"Cookeville, TN",47133,"Overton County, Tennessee",0
18260,"Cookeville, TN",47141,"Putnam County, Tennessee",0
18260,"Cookeville, TN",47185,"White County, Tennessee",0
18300,"Coos Bay-North Bend, OR",41011,"Coos County, Oregon",0
18340,"Corbin, KY",21051,"Clay County, Kentucky",0
18340,"Corbin, KY",21121,"Knox County, Kentucky",0
18340,"Corbin, KY",21125,"Laurel County, Kentucky",0
18340,"Corbin, KY",21235,"Whitley County, Kentucky",0
18380,"Cordele, GA",13081,"Crisp County, Georgia",0
18420,"Corinth, MS",28003,"Alcorn County, Mississippi",0
18460,"Cornelia, GA",13137,"Habersham County, Georgia",0
18500,"Corning, NY",36101,"Steuben County, New York",0
18580,"Corpus Christi, TX",48007,"Aransas County, Texas",1
18580,"Corpus Christi, TX",48355,"Nueces County, Texas",1
18580,"Corpus Christi, TX",48409,"San Patricio County, Texas",1
18620,"Corsicana, TX",48349,"Navarro County, Texas",0
18660,"Cortland, NY",36023,"Cortland County, New York",0
18700,"Corvallis, OR",41003,"Benton County, Oregon",1
18740,"Coshocton, OH",39031,"Coshocton County, Ohio",0
18820,"Crawfordsville, IN",18107,"Montgomery County, Indiana",0
18860,"Crescent City, CA",6015,"Del Norte County, California",0
18880,"Crestview-Fort Walton Beach-Destin, FL",12091,"Okaloosa County, Florida",1
18880,"Crestview-Fort Walton Beach-Destin, FL",12131,"Walton County, Florida",1
18900,"Crossville, TN",47035,"Cumberland County, Tennessee",0
18980,"Cullman, AL",1043,"Cullman County, Alabama",0
19060,"Cumberland, MD-WV",24001,"Allegany County, Maryland",0
19060,"Cumberland, MD-WV",54057,"Mineral County, West Virginia",0
19100,"Dallas-Fort Worth-Arlington, TX",48085,"Collin County, Texas",1
19100,"Dallas-Fort Worth-Arlington, TX",48113,"Dallas County, Texas",1
19100,"Dallas-Fort Worth-Arlington, TX",48121,"Denton County, Texas",1
19100,"Dallas-Fort Worth-Arlington, TX",48139,"Ellis County, Texas",1
19100,"Dallas-Fort Worth-Arlington, TX",48231,"Hunt County, Texas",1
19100,"Dallas-Fort Worth-Arlington, TX",48251,"Johnson County, Texas",1
19100,"Dallas-Fort Worth-Arlington, TX",48257,"Kaufman County, Texas",1
19100,"Dallas-Fort Worth-Arlington, TX",48367,"Parker County, Texas",1
19100,"Dallas-Fort Worth-Arlington, TX",48397,"Rockwall County, Texas",1
19100,"Dallas-Fort Worth-Arlington, TX",48439,"Tarrant County, Texas",1
19100,"Dallas-Fort Worth-Arlington, TX",48497,"Wise County, Texas",1
19140,"Dalton, GA",13213,"Murray County, Georgia",1
19140,"Dalton, GA",13313,"Whitfield County, Georgia",1
19180,"Danville, IL",17183,"Vermilion County, Illinois",0
19220,"Danville, KY",21021,"Boyle County, Kentucky",0
19220,"Danville, KY",21137,"Lincoln County, Kentucky",0
19260,"Danville, VA",51143,"Pittsylvania County, Virginia",0
19260,"Danville, VA",51590,"Danville city, Virginia",0
19300,"Daphne-Fairhope-Foley, AL",1003,"Baldwin County, Alabama",1
19340,"Davenport-Moline-Rock Island, IA-IL",17073,"Henry County, Illinois",1
19340,"Davenport-Moline-Rock Island, IA-IL",17131,"Mercer County, Illinois",1
19340,"Davenport-Moline-Rock Island, IA-IL",17161,"Rock Island County, Illinois",1
19340,"Davenport-Moline-Rock Island, IA-IL",19163,"Scott County, Iowa",1
19430,"Dayton-Kettering-Beavercreek, OH",39057,"Greene County, Ohio",1
19430,"Dayton-Kettering-Beavercreek, OH",39109,"Miami County, Ohio",1
19430,"Dayton-Kettering-Beavercreek, OH",39113,"Montgomery County, Ohio",1
19460,"Decatur, AL",1079,"Lawrence County, Alabama",1
19460,"Decatur, AL",1103,"Morgan County, Alabama",1
19500,"Decatur, IL",17115,"Macon County, Illinois",1
19540,"Decatur, IN",18001,"Adams County, Indiana",0
19580,"Defiance, OH",39039,"Defiance County, Ohio",0
19620,"Del Rio, TX",48465,"Val Verde County, Texas",0
19660,"Deltona-Daytona Beach-Ormond Beach, FL",12035,"Flagler County, Florida",1
19660,"Deltona-Daytona Beach-Ormond Beach, FL",12127,"Volusia County, Florida",1
19700,"Deming, NM",35029,"Luna County, New Mexico",0
19740,"Denver-Aurora-Centennial, CO",8001,"Adams County, Colorado",1
19740,"Denver-Aurora-Centennial, CO",8005,"Arapahoe County, Colorado",1
19740,"Denver-Aurora-Centennial, CO",8014,"Broomfield County, Colorado",1
19740,"Denver-Aurora-Centennial, CO",8019,"Clear Creek County, Colorado",1
19740,"Denver-Aurora-Centennial, CO",8031,"Denver County, Colorado",1
19740,"Denver-Aurora-Centennial, CO",8035,"Douglas County, Colorado",1
19740,"Denver-Aurora-Centennial, CO",8039,"Elbert County, Colorado",1
19740,"Denver-Aurora-Centennial, CO",8047,"Gilpin County, Colorado",1
19740,"Denver-Aurora-Centennial, CO",8059,"Jefferson County, Colorado",1
19740,"Denver-Aurora-Centennial, CO",8093,"Park County, Colorado",1
19760,"DeRidder, LA",22011,"Beauregard Parish, Louisiana",0
19780,"Des Moines-West Des Moines, IA",19049,"Dallas County, Iowa",1
19780,"Des Moines-West Des Moines, IA",19077,"Guthrie County, Iowa",1
19780,"Des Moines-West Des Moines, IA",19099,"Jasper County, Iowa",1
19780,"Des Moines-West Des Moines, IA",19121,"Madison County, Iowa",1
19780,"Des Moines-West Des Moines, IA",19153,"Polk County, Iowa",1
19780,"Des Moines-West Des Moines, IA",19181,"Warren County, Iowa",1
19810,"Detroit Lakes, MN",27005,"Becker County, Minnesota",0
19820,"Detroit-Warren-Dearborn, MI",26087,"Lapeer County, Michigan",1
19820,"Detroit-Warren-Dearborn, MI",26093,"Livingston County, Michigan",1
19820,"Detroit-Warren-Dearborn, MI",26099,"Macomb County, Michigan",1
19820,"Detroit-Warren-Dearborn, MI",26125,"Oakland County, Michigan",1
19820,"Detroit-Warren-Dearborn, MI",26147,"St. Clair County, Michigan",1
19820,"Detroit-Warren-Dearborn, MI",26163,"Wayne County, Michigan",1
19860,"Dickinson, ND",38007,"Billings County, North Dakota",0
19860,"Dickinson, ND",38025,"Dunn County, North Dakota",0
19860,"Dickinson, ND",38089,"Stark County, North Dakota",0
19940,"Dixon, IL",17103,"Lee County, Illinois",0
19980,"Dodge City, KS",20057,"Ford County, Kansas",0
20020,"Dothan, AL",1061,"Geneva County, Alabama",1
20020,"Dothan, AL",1067,"Henry County, Alabama",1
